SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
517481,APTL        ,XT,Q,1.05,1.05,1.00,1.00,1.00,1.05,3,900,905.00,
517494,ACCEL       ,X ,Q,9.79,9.85,9.31,9.81,9.84,9.62,31,12990,126819.00,
517498,WEBELSOLAR  ,B ,Q,27.15,27.50,26.70,27.20,27.30,26.95,53,3299,89366.00,
517500,ROTO PUMPS  ,X ,Q,103.25,105.95,101.50,102.10,102.00,104.85,95,7976,814868.00,
517506,TTK PRESTIGE,A ,Q,8469.05,8534.80,8420.15,8462.45,8469.90,8493.80,119,184,1559831.00,
517514,DHINDIA     ,X ,Q,20.30,20.55,20.30,20.50,20.50,20.50,6,1571,32170.00,
517518,LEEL        ,B ,Q,18.10,18.50,17.80,18.05,18.00,17.90,34,8366,151402.00,
517522,RAJ GLO WIR ,X ,Q,699.65,699.65,673.00,675.10,673.00,685.15,33,886,607355.00,
517530,SURANATP    ,B ,Q,4.30,4.30,4.30,4.30,4.30,4.13,5,155,666.00,
517536,ONWARD TECHN,B ,Q,66.40,67.95,66.00,66.10,66.00,65.75,12,1266,83797.00,
517544,CENTUM ELEC ,B ,Q,461.10,466.00,456.05,465.15,463.00,470.25,11,128,59232.00,
517546,ALFA TRANSFO,X ,Q,25.50,25.50,23.10,24.50,24.50,24.30,4,32,749.00,
517548,STARLITE COM,X ,Q,17.00,17.30,16.00,17.30,17.30,17.00,16,2758,46048.00,
517554,NHCFOODS    ,X ,Q,6.42,6.95,6.30,6.30,6.30,6.57,12,1706,11105.00,
517562,TRIGYN TECH ,B ,Q,70.55,72.50,69.90,70.00,70.00,70.30,78,3409,241013.00,
517569,KEI INDUST. ,A ,Q,415.00,415.00,402.00,404.60,404.60,409.60,373,11953,4852716.00,
518011,KEERTHI     ,XT,Q,57.50,60.35,55.05,60.35,60.35,57.50,4,446,26536.00,
518029,GUJ.SIDH.CEM,B ,Q,22.05,22.45,22.00,22.45,22.45,22.60,36,4409,97939.00,
518091,ANJANI PORTL,B ,Q,129.90,135.00,128.00,131.60,129.85,129.05,32,1169,152875.00,
519031,SHAH FOOD(P),Z ,Q,101.00,101.00,93.10,93.10,93.10,98.00,3,251,23376.00,
519091,TASTY BITE  ,B ,Q,8351.00,8572.95,8351.00,8450.00,8450.00,8410.00,12,15,127340.00,
519105,AVT NATURAL ,B ,Q,26.30,26.30,25.75,25.90,25.75,26.40,37,2665,69434.00,
519126,HIND.FOODS  ,X ,Q,412.00,412.00,400.00,400.35,400.35,405.05,106,2911,1166406.00,
519136,NAHAR INDUST,B ,Q,42.80,42.80,42.50,42.50,42.50,41.65,2,48,2047.00,
519156,VADILAL IND ,B ,Q,608.00,629.70,605.40,615.25,615.25,602.95,562,8542,5284426.00,
519183,ADF FOODS LT,B ,Q,241.65,245.80,241.55,244.00,243.00,244.20,27,1918,469511.00,
519214,WILLIAM.FIN.,XT,Q,19.05,19.05,19.05,19.05,19.05,19.05,1,180,3429.00,
519216,AJANTA SOYA ,X ,Q,21.10,21.10,20.35,20.35,20.35,21.10,3,201,4091.00,
519224,WILLIAM.MAGO,B ,Q,49.10,49.95,48.00,48.35,49.80,50.00,16,2102,102000.00,
519242,SARDA PROT. ,XT,Q,6.89,6.89,6.89,6.89,6.89,6.57,1,100,689.00,
519248,JVL AGRO    ,Z ,Q,2.45,2.45,2.28,2.35,2.35,2.40,13,10045,23500.00,
519260,SANWARIA    ,B ,Q,9.25,9.47,9.17,9.27,9.26,9.27,174,140566,1304420.00,
519262,PRIMA AGRO L,XT,Q,12.80,12.80,12.80,12.80,12.80,13.45,1,2,25.00,
519279,MADHUR IND  ,X ,Q,6.87,7.15,6.87,7.15,7.15,6.87,2,502,3449.00,
519285,TARAI FOODS ,XT,Q,2.50,2.50,2.50,2.50,2.50,2.45,3,399,997.00,
519287,MODERN DAIRI,XT,Q,4.25,4.27,4.25,4.27,4.27,4.47,6,2970,12640.00,
519295,BAMBINO AGRO,X ,Q,185.00,185.00,185.00,185.00,185.00,190.00,3,1000,185000.00,
519307,VIKAS WSP   ,XT,Q,22.20,22.20,20.10,21.90,21.90,21.15,2807,2915278,62425677.00,
519319,AASHEE      ,XT,Q,6.65,6.65,6.65,6.65,6.65,6.52,1,1,6.00,
519359,POONA DAL   ,X ,Q,26.95,29.45,25.40,27.20,29.45,26.90,13,2356,63695.00,
519413,DATIWARE    ,P ,Q,15.55,15.55,15.55,15.55,15.55,14.85,1,100,1555.00,
519421,KSE LIMITED ,XT,Q,1405.00,1418.00,1381.00,1410.05,1418.00,1358.50,52,1313,1841378.00,
519455,NARBADA     ,X ,Q,68.95,68.95,62.70,63.05,67.00,65.95,23,2035,129748.00,
519457,VIRAT CRANE ,X ,Q,28.00,31.95,28.00,28.50,28.50,28.60,39,7150,201995.00,
519475,CHORDIA FOOD,XT,Q,160.00,160.00,160.00,160.00,160.00,160.00,1,10,1600.00,
519483,TAI INDUST. ,XT,Q,11.55,11.55,11.55,11.55,11.55,11.00,1,10,115.00,
519491,OCEAN AGRO  ,X ,Q,24.00,25.75,24.00,25.05,25.05,24.55,17,1237,31653.00,
519532,ASIAN TEA   ,X ,Q,7.95,7.95,7.95,7.95,7.95,8.34,3,1208,9603.00,
519552,HERITGFOOD  ,A ,Q,532.00,541.50,522.00,527.05,522.00,532.40,224,2963,1590144.00,
519560,NEHA INTER. ,X ,Q,3.75,3.75,3.31,3.49,3.49,3.53,28,7124,25182.00,
519566,SIMRAN FARMS,X ,Q,61.10,73.90,61.10,69.95,70.55,67.75,33,2431,168255.00,
519588,DFM FOODS   ,B ,Q,229.00,235.90,221.00,234.45,235.90,223.65,28,466,107006.00,
519600,CCL PRODUCTS,A ,Q,281.80,282.65,276.00,279.95,276.05,280.40,39,543,152454.00,
519602,KELLTONTEC  ,B ,Q,47.10,47.10,45.25,46.75,46.75,46.60,202,32944,1522991.00,
519612,MAHAAN FOODS,X ,Q,19.20,20.45,19.20,20.45,20.45,19.50,3,111,2144.00,
520008,RICO AUTO   ,B ,Q,65.05,67.50,65.00,65.40,65.40,65.70,286,34884,2304689.00,
520021,OMAX AUTOS. ,B ,Q,81.50,83.50,81.30,81.55,81.55,82.45,25,4321,354165.00,
520043,MUNJAL SHOWA,B ,Q,163.50,166.65,162.10,164.95,166.00,165.60,27,2829,462444.00,
520051,JAMNA AUTO  ,A ,Q,59.20,59.75,58.85,59.40,59.55,59.20,214,19437,1152708.00,
520056,SUNDAR.CLAY ,A ,Q,2802.00,2890.00,2750.00,2793.60,2750.00,2812.90,84,146,411182.00,
520057,JTEKTINDIA  ,B ,Q,112.40,112.40,108.95,109.40,109.45,112.40,32,2777,304951.00,
520059,MUNAUTO     ,B ,Q,55.90,55.95,54.65,55.45,55.45,56.05,171,5343,294921.00,
520066,JAYBH.MARUTI,B ,Q,266.65,274.80,266.15,272.35,272.35,270.90,154,2758,746761.00,
520073,RACLGEAR    ,X ,Q,82.00,83.45,79.00,79.95,79.95,80.65,145,23379,1896584.00,
520075,SAMKRG PIST.,X ,Q,170.50,172.00,168.45,170.20,172.00,170.95,20,826,140421.00,
520086,SICAL LOG   ,B ,Q,141.00,141.00,136.75,139.50,138.10,142.25,53,1023,142295.00,
520111,RATNAMNI MET,B ,Q,900.00,900.00,889.10,895.00,895.00,899.95,20,370,330707.00,
520113,VESUVIUS IND,B ,Q,1187.35,1200.00,1166.50,1191.25,1195.00,1160.20,8,19,22625.00,
520119,AUTOMOTIVE S,B ,Q,56.50,60.00,55.00,55.80,56.30,55.50,43,2572,145119.00,
520123,ABC INDIA   ,X ,Q,56.20,56.20,56.20,56.20,56.20,54.05,1,20,1124.00,
520127,BALURGHAT TE,X ,Q,6.01,6.01,6.01,6.01,6.01,6.30,2,3051,18336.00,
520139,JAGSON AIRLI,XT,Q,0.81,0.81,0.78,0.78,0.78,0.81,5,2231,1804.00,
520141,SIBAR AUTO  ,X ,Q,24.90,26.10,24.80,26.10,26.10,26.10,8,229,5683.00,
520151,SHREY SH LOG,B ,Q,191.25,209.80,191.25,202.85,202.15,205.50,15,170,34450.00,
520155,STARLOG     ,X ,Q,19.30,19.30,19.30,19.30,19.30,18.50,2,2,38.00,
521016,INDO COUNT  ,B ,Q,49.60,49.60,47.90,48.30,48.55,49.55,62,7450,360091.00,
521018,MARAL OVERS ,B ,Q,25.65,25.65,25.65,25.65,25.65,25.45,1,5,128.00,
521034,SOMA TEXTILE,T ,Q,5.00,5.00,4.54,4.69,4.54,4.77,2,1500,7040.00,
521062,OCTAVE      ,X ,Q,0.92,0.92,0.92,0.92,0.92,0.88,1,5,4.00,
521064,TRIDENT     ,A ,Q,68.00,68.00,66.60,67.00,67.00,67.50,583,79929,5358222.00,
521068,HISAR SPIN. ,P ,Q,14.00,14.00,14.00,14.00,14.00,14.25,1,100,1400.00,
521070,ALOK INDS.  ,T ,Q,4.60,4.60,4.41,4.41,4.41,4.64,342,437382,1939670.00,
521080,PASARI SPIN ,XT,Q,3.61,3.61,3.61,3.61,3.61,3.80,2,26,93.00,
521082,SPENTEX INDS,T ,Q,1.80,1.87,1.80,1.81,1.87,1.88,2,600,1087.00,
521097,AMARJOTHI SP,X ,Q,82.70,86.40,82.70,84.65,84.65,85.30,22,2752,234950.00,
521105,OLYMPIA IND.,X ,Q,22.05,24.20,22.00,22.00,22.00,23.05,8,797,17593.00,
521109,NAGREEKA EXP,B ,Q,22.95,22.95,22.95,22.95,22.95,21.85,2,4,91.00,
521113,SUDITI IND. ,X ,Q,27.55,27.55,25.00,25.00,25.00,24.50,8,900,23032.00,
521127,KHATOR FIBRE,XT,Q,9.24,9.24,9.24,9.24,9.24,9.24,2,300,2772.00,
521141,ADITYA SPIN.,XT,Q,4.00,4.00,4.00,4.00,4.00,3.86,2,300,1200.00,
521149,PRIME URBAN ,X ,Q,7.61,8.00,7.61,8.00,8.00,7.98,7,402,3135.00,
521163,ZODIAC CLOTH,T ,Q,236.90,241.50,232.55,240.80,241.50,230.00,81,7340,1737333.00,
521167,FRONT BUSS  ,X ,Q,6.70,6.70,6.65,6.65,6.65,6.39,3,3,20.00,
521176,GANGOTRI TEX,Z ,Q,1.34,1.48,1.34,1.44,1.48,1.41,15,19419,26667.00,
521180,SUPER SPIN. ,B ,Q,7.50,7.86,7.02,7.16,7.25,7.71,57,15945,116816.00,
521194,SIL INVEST  ,B ,Q,178.50,178.50,173.45,177.00,177.00,181.15,20,1009,177339.00,
521200,SURYLAK.COTT,B ,Q,30.70,33.05,30.70,32.85,32.50,31.75,6,253,7838.00,
521206,SAMTEX FASH.,XT,Q,1.57,1.65,1.51,1.51,1.51,1.58,16,12530,19888.00,
521216,DHAN ROTO SP,X ,Q,30.05,30.05,28.00,28.00,28.00,28.65,4,274,8153.00,
521220,DAMOINDUS   ,B ,Q,42.80,43.00,42.80,43.00,43.00,43.40,12,1800,77345.00,
521240,SAMBANDAM SP,X ,Q,100.00,100.80,93.00,100.75,100.80,98.00,9,254,25089.00,
521242,KANDAGIRI SP,X ,Q,18.95,18.95,18.95,18.95,18.95,19.85,1,25,473.00,
521244,CHITRA.SPIN.,XT,Q,9.88,9.88,9.88,9.88,9.88,10.39,2,7,69.00,
521248,KITEX GARMEN,B ,Q,102.75,104.00,102.60,103.10,102.60,104.30,47,4178,431458.00,
522004,BATLIBOI LTD,X ,Q,14.60,15.25,14.60,15.10,15.10,15.00,6,397,5875.00,
522005,AUSTIN ENGG.,X ,Q,61.05,61.05,57.65,60.80,60.80,58.15,15,3654,214266.00,
522014,UNITED DRILL,X ,Q,113.00,113.00,112.50,112.50,112.50,112.80,3,493,55463.00,
522017,FLUIDOMAT   ,X ,Q,97.80,108.90,96.05,105.00,105.00,97.45,65,4914,508566.00,
522029,WINDSOR MACH,B ,Q,66.70,69.25,66.00,68.20,68.05,66.85,731,1002538,67773729.00,
522034,SHANTHI GEAR,B ,Q,132.35,133.95,131.00,133.45,133.95,132.10,29,2175,286855.00,
522064,HONDA SIEL  ,B ,Q,1179.70,1179.70,1104.35,1110.00,1110.00,1104.50,14,23,25718.00,
522073,HITECHGEAR  ,B ,Q,286.75,286.75,283.85,284.45,284.10,295.95,18,180,51230.00,
522074,ELGI EQUIP  ,A ,Q,252.50,252.50,248.60,249.55,248.60,249.50,7,228,56899.00,
522091,UV DER HORST,X ,Q,16.05,17.65,16.05,17.65,17.65,16.85,2,265,4413.00,
522101,KILBURN ENGG,X ,Q,43.30,44.95,41.00,41.00,41.00,43.25,42,6705,284828.00,
522105,BIRLA PRETEC,X ,Q,19.05,19.05,18.00,18.10,18.20,18.60,193,27958,509170.00,
522108,YUKEN INDIA ,X ,Q,738.90,748.95,721.25,729.45,733.00,738.85,285,6337,4628713.00,
522113,TIMKEN (I)  ,B ,Q,577.00,593.95,570.00,582.95,580.00,579.05,206,861,498825.00,
522122,VOITH PAPER ,X ,Q,838.00,838.00,826.50,826.80,826.80,829.90,21,351,290701.00,
522134,ARTSON ENG  ,X ,Q,40.55,43.20,39.60,40.00,40.00,41.00,44,20704,829444.00,
522152,SOLITAIR MC ,X ,Q,31.05,33.50,30.25,32.25,32.00,33.45,29,3328,105510.00,
522163,DIAMONPOWER ,Z ,Q,1.35,1.35,1.25,1.35,1.35,1.31,16,25015,33469.00,
522165,INDSIL HYD  ,X ,Q,63.80,65.00,60.00,61.05,60.90,63.70,47,4189,255889.00,
522183,ITL INDUSTRS,X ,Q,170.00,178.00,170.00,174.90,171.10,169.95,54,3668,633697.00,
522195,FRONTIER SPR,X ,Q,236.25,245.80,230.00,236.05,236.00,239.05,228,13213,3114153.00,
522205,PRAJ IND.LTD,B ,Q,141.50,141.50,136.25,137.85,137.85,141.35,2668,223520,30822304.00,
522215,SWISS GLASS ,X ,Q,165.30,179.40,165.30,174.00,174.00,172.90,14,389,66327.00,
522217,GUJ APOIND  ,B ,Q,154.00,154.00,151.30,151.30,151.30,153.75,3,54,8181.00,
522229,TANEJA AERO.,X ,Q,33.50,34.25,32.40,32.55,32.60,33.40,35,2767,90964.00,
522231,CONART ENG. ,X ,Q,37.05,37.95,35.75,36.00,36.00,36.80,71,7094,258810.00,
522241,M.M.FORGINGS,B ,Q,555.60,566.00,553.55,559.45,564.00,560.00,13,251,139955.00,
522249,MAYUR UNIQ. ,B ,Q,351.50,351.50,348.00,348.00,348.00,350.50,16,841,292841.00,
522251,CENLUB INDUS,X ,Q,65.95,65.95,65.00,65.00,65.00,64.10,7,663,43262.00,
522257,RAJOO ENGIN.,X ,Q,29.60,30.50,29.60,30.05,30.05,30.00,63,64253,1927191.00,
522261,DOLPHIN OFF.,B ,Q,52.90,55.50,52.45,53.10,52.75,50.10,855,72807,3913524.00,
522263,JMC PROJECTS,B ,Q,117.05,120.50,115.75,120.10,120.45,116.15,161,3662,437575.00,
522275,GET&D       ,A ,Q,272.35,281.95,268.20,279.15,277.05,273.80,260,3612,993971.00,
522281,RAM RAT.WIRE,X ,Q,104.00,104.00,99.05,102.20,102.20,102.00,27,1547,157692.00,
522285,JAY NECO IND,T ,Q,6.48,6.48,5.96,6.00,6.00,6.27,43,34854,210479.00,
522287,KALPA.POWER ,A ,Q,476.35,477.50,467.15,471.05,471.05,477.55,116,2452,1158894.00,
522289,IFM IMPEX   ,XT,Q,6.18,6.18,6.18,6.18,6.18,5.89,1,18,111.00,
522294,T & I GLOBAL,X ,Q,81.50,84.00,81.50,82.50,82.50,82.60,12,752,61844.00,
523007,ANSAL BUILD.,X ,Q,50.00,50.00,41.35,44.75,45.10,46.90,38,1752,76328.00,
523019,B.N.RATHI SE,X ,Q,23.75,23.75,23.05,23.05,23.05,23.25,4,50,1175.00,
523021,RISHITECH   ,X ,Q,44.60,44.75,43.20,44.30,44.75,42.90,16,803,35688.00,
523023,SINCLAIR HOT,X ,Q,332.00,334.50,324.00,327.45,329.50,332.00,47,3436,1138267.00,
523025,SAFARI IND. ,B ,Q,737.00,737.00,720.00,729.65,730.00,725.35,126,2653,1927289.00,
523116,SANCO TRANS ,X ,Q,212.35,212.35,202.00,212.35,212.35,202.25,5,154,31441.00,
523127,EIH ASSO.HOT,B ,Q,409.95,409.95,372.10,389.45,390.00,383.50,11,226,89859.00,
523144,MEDI CAPS   ,X ,Q,15.00,15.00,14.80,14.80,14.80,15.00,2,130,1930.00,
523160,MORGAN CRU  ,X ,Q,1490.00,1500.00,1476.00,1484.10,1476.15,1502.35,18,81,120850.00,
523204,ABAN OFFSHO ,T ,Q,59.85,60.15,58.75,59.10,59.10,58.35,139,11808,700859.00,
523207,KOKUYOCMLN  ,B ,Q,97.10,100.00,97.00,98.85,100.00,96.95,25,509,50121.00,
523229,BHARAT SEATS,X ,Q,94.75,94.75,92.50,92.90,92.95,93.25,47,1760,163099.00,
523232,CONT.PETRO  ,XT,Q,30.40,33.60,30.40,33.60,33.60,32.00,6,600,19837.00,
523260,PEARL POLYME,T ,Q,12.31,12.31,12.31,12.31,12.31,12.30,1,5000,61550.00,
523261,VENKEY'S (I),A ,Q,2142.45,2162.60,2126.55,2148.30,2148.30,2150.10,526,3254,6975707.00,
523269,ADVANI HOTEL,B ,Q,65.20,68.70,65.20,67.60,67.60,66.00,10,498,33204.00,
523277,G.V.FILMS   ,X ,Q,0.54,0.54,0.51,0.51,0.51,0.51,18,11295,5767.00,
523283,SUPER HOUSE ,B ,Q,120.50,122.95,120.40,120.70,120.40,122.05,4,37,4461.00,
523289,RAMA VISION ,X ,Q,5.70,5.70,5.70,5.70,5.70,5.72,4,300,1710.00,
523301,TCPL PACK   ,B ,Q,397.00,404.90,386.80,393.55,393.55,408.95,13,66,26091.00,
523319,BALMER LAWRI,B ,Q,183.25,184.35,181.30,182.00,182.00,184.00,184,4786,873450.00,
523323,KOVAI MEDI. ,X ,Q,819.95,823.00,799.00,820.55,816.00,803.10,33,394,322342.00,
523329,ELDECO HOUS.,X ,Q,1561.00,1561.00,1520.00,1520.00,1520.00,1567.00,2,40,62030.00,
523367,DCMSHRIRAM  ,A ,Q,408.85,408.90,403.00,406.35,408.00,403.70,657,4642,1883346.00,
523369,DCM SHR.IND ,X ,Q,175.75,183.00,175.75,181.70,181.40,181.90,38,5515,1000986.00,
523371,MAWANA SUGAR,B ,Q,46.75,47.40,46.00,47.05,47.05,46.45,173,6865,321945.00,
523384,MAH.RAS.APEX,T ,Q,120.45,120.45,110.50,112.80,113.00,115.00,30,9224,1041913.00,
523385,NILKAMAL L  ,A ,Q,1390.05,1404.25,1390.05,1397.90,1392.05,1401.55,74,389,542524.00,
523391,NAHAR POLY  ,B ,Q,37.00,37.50,36.90,37.20,37.20,38.00,9,1060,39455.00,
523395,3M INDIA LTD,A ,Q,23811.90,23825.00,23300.00,23374.45,23370.70,23843.05,90,167,3948203.00,
523398,JCHAC       ,B ,Q,1959.00,2071.95,1915.00,2041.95,2012.05,2023.45,90,657,1330309.00,
523405,JM FINANCIAL,A ,Q,88.60,90.90,87.75,89.50,89.50,88.60,474,41322,3690593.00,
523411,ADCINDIA    ,X ,Q,247.50,247.50,233.10,240.45,240.45,238.30,16,413,98841.00,
523419,TAMIL.TELE. ,T ,Q,1.28,1.33,1.28,1.30,1.30,1.33,4,350,453.00,
523445,REL INDL INF,B ,Q,362.00,365.85,348.10,351.85,351.85,365.00,5384,218476,78177761.00,
523449,SHARP INDIA ,XT,Q,28.50,29.00,28.50,28.95,28.95,29.95,5,161,4616.00,
523457,LINDEINDIA  ,A ,Q,485.00,514.95,485.00,510.35,510.35,472.30,1597,36177,18313104.00,
523465,IND.BANK HSG,B ,Q,35.80,36.00,34.00,34.95,34.00,36.00,25,1485,52090.00,
523467,JAIMATA GLAS,X ,Q,0.34,0.35,0.33,0.33,0.33,0.34,16,19316,6466.00,
523475,LOTUS CHOC  ,X ,Q,21.25,22.45,21.25,21.75,21.75,22.00,21,1309,28676.00,
523483,PACIFIC IND.,X ,Q,118.35,124.90,118.35,121.50,121.50,119.40,8,338,41858.00,
523489,CMM HOSPITAL,X ,Q,11.40,11.40,11.40,11.40,11.40,11.76,1,200,2280.00,
523523,RAINBOW PAP.,T ,Q,1.24,1.28,1.19,1.28,1.28,1.24,9,9020,11055.00,
523537,APM INDUS.  ,X ,Q,38.15,40.55,38.15,39.70,39.70,39.20,19,1508,58317.00,
523550,KRYPTON IND ,X ,Q,16.02,16.90,16.00,16.86,16.86,16.16,85,17860,297795.00,
523558,NETWORK LTD.,XT,Q,1.65,1.65,1.65,1.65,1.65,1.72,1,40,66.00,
523566,MARTIN BURN ,XT,Q,41.25,41.25,40.90,40.90,40.90,40.85,15,72,2963.00,
523574,FEL         ,B ,Q,38.55,38.75,37.15,37.65,37.65,38.45,1069,170737,6548421.00,
523586,IND.TONERS  ,X ,Q,147.20,147.20,140.50,141.30,141.10,144.00,41,2041,289790.00,
523594,KUNSTSTOFFE ,XT,Q,27.55,27.55,27.55,27.55,27.55,28.00,2,150,4132.00,
523598,SHIPP.CORPN ,A ,Q,35.40,36.10,34.85,35.00,35.00,34.80,1142,582538,20429284.00,
523606,SIKA INTER. ,X ,Q,153.15,159.95,152.00,152.60,152.60,153.15,11,880,135268.00,
523610,ITI LTD.    ,A ,Q,101.00,106.85,101.00,103.25,103.25,97.90,5684,638191,66743664.00,
523618,DREDGING COR,B ,Q,417.00,420.90,412.35,415.75,415.30,416.75,569,18070,7522361.00,
523620,PHARMASIA   ,XT,Q,19.60,19.60,19.60,19.60,19.60,18.70,7,438,8584.00,
523628,PODDAR      ,B ,Q,575.05,630.00,563.05,580.60,580.60,582.15,19,150,88164.00,
523630,NATIONAL FER,B ,Q,35.25,35.25,34.60,34.75,34.75,34.95,74,12908,449896.00,
523638,IP RINGS LTD,X ,Q,100.05,100.15,97.10,97.60,97.10,100.25,33,1380,136423.00,
523642,PI INDUS.LTD,A ,Q,1025.00,1025.00,1003.20,1008.05,1010.00,1027.20,438,11955,12055462.00,
523648,PLASTIBLEND ,B ,Q,192.00,192.00,192.00,192.00,192.00,190.00,1,400,76800.00,
523660,WATERBASE   ,X ,Q,159.10,160.70,157.00,158.00,158.00,158.55,449,23130,3661046.00,
523672,FLEX FOODS  ,X ,Q,58.15,61.45,58.15,58.50,58.55,60.00,33,2897,169602.00,
523676,GOLKUNDA DIA,X ,Q,13.00,13.00,13.00,13.00,13.00,12.85,1,33,429.00,
523694,APCOTEX IND ,B ,Q,540.00,540.10,532.10,536.85,534.10,541.70,34,477,256171.00,
523696,FORTIS MLR  ,X ,Q,55.25,55.50,55.20,55.30,55.30,55.25,8,4900,271515.00,
523704,MASTEK LTD  ,B ,Q,483.15,485.00,450.50,464.15,465.00,480.35,1101,20711,9692269.00,
523708,EIMCO ELECON,B ,Q,390.00,390.00,390.00,390.00,390.00,389.40,4,145,56550.00,
523710,SAYAJI HOTEL,XT,Q,249.45,266.45,249.45,261.50,266.35,262.55,12,208,52838.00,
523716,ASHIANA HOU ,B ,Q,118.30,119.95,118.00,119.30,119.25,119.45,11,30550,3650345.00,
523722,SVAM SOFTWAR,X ,Q,0.38,0.39,0.38,0.39,0.39,0.39,3,300,115.00,
523736,DVL         ,B ,Q,89.40,91.80,89.15,90.75,90.30,90.25,55,2542,228366.00,
523752,IO SYSTEM   ,X ,Q,1.89,1.89,1.89,1.89,1.89,1.98,1,1000,1890.00,
523754,MAHEPC      ,X ,Q,114.90,116.65,112.50,113.15,113.15,114.90,81,5737,654641.00,
523756,SREIINFRA   ,A ,Q,29.00,29.30,28.25,29.25,29.30,28.80,197,49460,1423908.00,
523768,GUJ.BOROSIL ,X ,Q,98.90,99.50,96.50,98.45,98.00,98.45,100,9634,948985.00,
523782,MITSHI      ,X ,Q,28.30,31.05,28.30,29.80,31.05,29.75,18,12791,380730.00,
523792,MAZDA LTD   ,B ,Q,430.00,441.90,430.00,433.60,438.50,439.65,60,631,274169.00,
523796,VICEROY HOTE,T ,Q,3.47,3.47,3.16,3.40,3.47,3.32,33,15262,51980.00,
523828,MENON BEAR. ,B ,Q,83.90,83.90,81.05,82.15,81.55,82.40,29,1093,89737.00,
523836,GUJ.RAFFIA  ,T ,Q,14.87,14.87,14.02,14.02,14.02,14.17,7,1050,15165.00,
523838,SIMPLX INFRA,B ,Q,167.50,173.40,165.10,170.05,173.40,172.50,47,1284,218288.00,
523840,INN.TECH.PAC,X ,Q,27.50,27.95,26.50,26.55,26.50,27.90,33,9435,254641.00,
523842,SUPER TANNER,Z ,Q,2.23,2.30,2.23,2.29,2.25,2.24,3,15,34.00,
523844,INVICTA MED ,XT,Q,5.00,5.00,4.90,4.90,4.90,5.00,2,2000,9900.00,
523850,AXTEL INDUS.,X ,Q,146.00,146.00,132.10,143.55,145.00,145.95,212,15722,2201741.00,
524000,MAGMA FIN   ,A ,Q,122.00,123.20,117.10,119.15,119.15,122.65,427,107552,13101395.00,
524013,HIND.FLUROCA,T ,Q,15.05,15.05,15.05,15.05,15.05,15.80,5,825,12416.00,
524019,KINGFA      ,B ,Q,659.95,671.35,645.00,665.20,671.35,653.00,18,270,176359.00,
524037,RAMA PHOSPH ,X ,Q,83.50,84.20,83.50,84.20,84.20,84.10,3,140,11709.00,
524051,POLYPLEX    ,B ,Q,516.30,528.65,511.60,524.70,520.05,515.35,48,1235,644010.00,
524075,ALBERT DAVID,B ,Q,410.00,410.00,404.00,407.25,407.25,411.00,13,191,77423.00,
524084,MONSANTO (I),A ,Q,2542.35,2588.90,2542.00,2585.30,2588.90,2547.45,41,82,210486.00,
524091,ACRYCIL LTD.,X ,Q,112.10,113.50,110.30,111.65,112.00,112.10,24,3497,391752.00,
524109,KABRA EXTR  ,B ,Q,79.15,79.45,78.00,78.55,78.50,79.20,42,1130,88933.00,
524129,VINYL CHEM  ,B ,Q,78.00,81.00,78.00,80.50,80.50,80.30,36,1387,111750.00,
524136,PEE CEE COSM,X ,Q,98.40,103.20,98.40,103.20,103.20,98.40,2,25,2484.00,
524164,IOL CHEM PH ,B ,Q,192.00,195.00,189.20,193.40,193.40,191.35,851,38701,7458341.00,
524174,KESAR PETRO ,X ,Q,9.00,9.69,9.00,9.62,9.65,9.11,153,46350,433929.00,
524200,VINATI ORG. ,A ,Q,1720.00,1734.05,1720.00,1725.65,1720.00,1721.50,142,1084,1872262.00,
524202,LACTOSE(I)  ,XT,Q,30.15,32.45,29.85,30.30,30.20,31.40,29,5645,170312.00,
524208,AARTI INDUST,A ,Q,1643.00,1646.45,1616.75,1636.05,1643.00,1650.00,510,4765,7752254.00,
524212,WANBURY LTD ,T ,Q,21.50,22.20,21.50,22.20,22.20,21.15,10,1492,33097.00,
524218,RESONANCE   ,X ,Q,21.00,21.00,20.00,20.90,20.95,21.45,12,1620,33401.00,
524226,GUJ AMB EXP ,B ,Q,222.00,222.45,216.25,218.25,216.25,220.30,128,3641,800124.00,
524230,RASHTR.CHEM.,A ,Q,60.80,60.90,59.55,59.95,59.95,60.80,628,128850,7721800.00,
524280,KOPRAN LTD. ,B ,Q,41.75,42.00,41.05,41.10,41.15,41.75,58,4583,188975.00,
524288,AIMCO PESTI.,Z ,Q,137.00,139.95,136.50,139.85,139.85,136.45,42,13149,1817363.00,
524314,GUJ.TERC LAB,XT,Q,8.27,9.10,8.27,8.32,8.32,8.70,9,2509,21521.00,
524324,SEYAIND     ,B ,Q,462.55,470.30,461.00,462.95,461.00,469.65,78,7825,3643115.00,
524330,JAYANT AGRO ,B ,Q,191.50,191.50,185.50,187.35,186.20,189.45,83,883,166465.00,
524332,BCLIL       ,X ,Q,99.90,99.90,96.25,97.50,97.20,98.35,64,6264,611614.00,
524336,SH.HARI CHEM,X ,Q,33.35,34.50,33.35,34.50,34.50,33.85,2,540,18055.00,
